Office_Record_No,Office_name,Address_1,Address_2,City,State,Zip_Code,Phone_number_2,Office_contact,HandicapAccess,Fax_number2
54313,"Mary-Anne Ost, MD",One Commerce Blvd,Suite 203,West Grove,PA,19390,,,FALSE,
54314,Foot & Ankle Associates,One Commerce Blvd,Suite 102,West Grove,PA,19390,,,FALSE,
54314,Foot & Ankle Associates,One Commerce Blvd,Suite 102,West Grove,PA,19390,,,FALSE,
54328,Crozer-Chester Medical Center,One Medical Center Drive,,Upland,PA,19013,,,FALSE,
54335,Phoenixville Hospital: Operating Room,140 Nutt Road,,Phoenixville,PA,19460,,,FALSE,
54355,Family Practice of Honey Brook,471 Pequea Avenue,PO Box 460,Honey Brook,PA,19344,,,FALSE,
54355,Family Practice of Honey Brook,471 Pequea Avenue,PO Box 460,Honey Brook,PA,19344,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54366,Community Radiology,Penn Medicine Radnor,250 King of Prussia Road 3rd Floor,Radnor,PA,19087,,,FALSE,
54370,Penn Radiation Oncology,Chestnut Hill Hospital: Dept of Radiology,8835 Germantown Avenue,Philadelphia,PA,19118,,,FALSE,
54377,"Premier Orthopaedic & Sports Medicine Associates, Ltd",Pennsylvania Orthopaedic Center Division,266 Lancaster Avenue Suite 200 Barr Building,Malvern,PA,19355,,,FALSE,
54377,"Premier Orthopaedic & Sports Medicine Associates, Ltd",Pennsylvania Orthopaedic Center Division,266 Lancaster Avenue Suite 200 Barr Building,Malvern,PA,19355,,,FALSE,
54378,"Premier Orthopaedic & Sports Medicine Associates, Ltd",Pennsylvania Orthopaedic Center Division,491 John Young Way Suite 100 Baxter Building,Exton,PA,19341,,,FALSE,
54378,"Premier Orthopaedic & Sports Medicine Associates, Ltd",Pennsylvania Orthopaedic Center Division,491 John Young Way Suite 100 Baxter Building,Exton,PA,19341,,,FALSE,
54407,"PMA Medical Specialists, LLC",PMA at Audubon Shopping Center,2650 Egypt Road,Audubon,PA,19403,,,FALSE,
54407,"PMA Medical Specialists, LLC",PMA at Audubon Shopping Center,2650 Egypt Road,Audubon,PA,19403,,,FALSE,
54430,Pottstown Hospital,1600 East High Street,,Pottstown,PA,19464,,,FALSE,
54449,"Liberty Anesthesia Associates, PC",10 Canal Street Suite 226,PO Box 2167,Bristol,PA,19007,,,FALSE,
54453,"Physician Assistant Surgical Associates, LLC (PASA)",PO Box 248,,Myerstown,PA,17067,,,FALSE,
54453,"Physician Assistant Surgical Associates, LLC (PASA)",PO Box 248,,Myerstown,PA,17067,,,FALSE,
54453,"Physician Assistant Surgical Associates, LLC (PASA)",PO Box 248,,Myerstown,PA,17067,,,FALSE,
54456,"Stanton Bree, DO",PO Box 323,,Lionville,PA,19353,,,FALSE,
54466,DJK Rehab Assoc,PO Box 571,,Newton Square,PA,19023,,,FALSE,
54468,"Physical Medicine & Rehabilitation Specialists, Inc",PO Box 664,,Oaks,PA,19456,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54481,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54488,Reading Psychiatry,640 Walnut Street,,Reading,PA,19601,,,FALSE,
54489,Phoenixville Hospital: Rehab Center,140 Nutt Road,,Phoenixville,PA,19460,,,FALSE,
54493,"Society Hill Anesthesia Consultants, PC (SHAC)",Riddle Memorial Hospital,1068 West Baltimore Pike,Media,PA,19063,,,FALSE,
54495,Lanchester Medical Center,Route 41,PO Box 70,Christiana,PA,17509,,,FALSE,
54505,Philadelphia Institute of Dermatology,Skin Cancer & Mohs Surgery Center,501 Office Center Drive  Suite 195,Fort Washington,PA,19034,,,FALSE,
54509,"Chestnut Hill Cardiology, Ltd",Springfield Commons,1722 Bethlehem Pike,Flourtown,PA,19031,,,FALSE,
54509,"Chestnut Hill Cardiology, Ltd",Springfield Commons,1722 Bethlehem Pike,Flourtown,PA,19031,,,FALSE,
54522,"Evan D Frank, MD, PhD, LLC",100 Lancaster Avenue,MOB East Suite 459,Wynnewood,PA,19096,,,FALSE,
54526,Pediatric & Adolescent Medicine,The Commons at Oakland,650 West Lincoln Highway,Exton,PA,19341,,,FALSE,
54529,HUP - Dept. of Radiation Oncology,The Perelman Center for Adv. Med TRC 2 West,3400 Civic Center Blvd.,Philadelphia,PA,19104,,,FALSE,
54530,HUP - Depart of Rad Onc,The Perelman Center for Adv. Med.,"TRC 2 West, 3400 Civic Center Blvd.",Philadelphia,PA,19104,,,FALSE,
54530,HUP - Depart of Rad Onc,The Perelman Center for Adv. Med.,"TRC 2 West, 3400 Civic Center Blvd.",Philadelphia,PA,19104,,,FALSE,
54534,Perelman Center for Advanced Medicine,HUP-Dept of Radiation Oncology,TRC 2 West 3400 Civic Center Blvd,Philadelphia,PA,19104,,,FALSE,
54539,The Perelman Center for Advanced Medicine: Penn Radiation Oncology,3400 Civic Center Blvd,TRC 2 West,Philadelphia,PA,19104,,,FALSE,
54539,The Perelman Center for Advanced Medicine: Penn Radiation Oncology,3400 Civic Center Blvd,TRC 2 West,Philadelphia,PA,19104,,,FALSE,
54539,The Perelman Center for Advanced Medicine: Penn Radiation Oncology,3400 Civic Center Blvd,TRC 2 West,Philadelphia,PA,19104,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54548,AXIA Health Care,Valley Forge Ob/Gyn-Limerick,"400 Enterprise Drive, Suite 103",Limerick,PA,19468,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54549,AXIA Health Care,Valley Forge Ob/Gyn-Phoenixville,799 Gay Street,Phoenixville,PA,19460,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54558,"Clinical Renal Associates, Ltd",Whiteland Business Park,"860 Springdale Drive, Suite 100",Exton,PA,19341,,,FALSE,
54567,Premier Foot & Ankle Associates,1981 State Hill Road,,Wyomissing,PA,19610,,,FALSE,
54570,St. Christopher's Pediatric Associates,160 East Erie Avenue,"Section of Neurology, St Christopher's Hospital for Children",Philadelphia,PA,19134,,,FALSE,
54571,Brandywine Professional Building,213 Reeceville Road,Suite 37,Coatesville,PA,19320,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54579,"Reading Pediatrics, Inc",541 West Penn Avenue,,Robesonia,PA,19551,,,FALSE,
54581,Jefferson Medical Oncology Associates,8815 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
54584,Christiana Care Oncology Hematology,4701 Ogletown-Stanton Road,Suite 2300,Newark,DE,19713,(302)738-8458,,FALSE,
54584,Christiana Care Oncology Hematology,4701 Ogletown-Stanton Road,Suite 2300,Newark,DE,19713,(302)738-8458,,FALSE,
54584,Christiana Care Oncology Hematology,4701 Ogletown-Stanton Road,Suite 2300,Newark,DE,19713,(302)738-8458,,FALSE,
54586,Seasons Hospice,2200 Renaissance Blvd,Suite 110,King of Prussia,PA,19406,,,FALSE,
54586,Seasons Hospice,2200 Renaissance Blvd,Suite 110,King of Prussia,PA,19406,,,FALSE,
54587,"Suneeta Satti, MD",255 West Lancaster Avenue,,Paoli,PA,19301,,,FALSE,
54591,Gateway Endocrinology Associates,795 East Marshall Street,Suite G2,West Chester,PA,19380,,,FALSE,
54591,Gateway Endocrinology Associates,795 East Marshall Street,Suite G2,West Chester,PA,19380,,,FALSE,
54591,Gateway Endocrinology Associates,795 East Marshall Street,Suite G2,West Chester,PA,19380,,,FALSE,
54591,Gateway Endocrinology Associates,795 East Marshall Street,Suite G2,West Chester,PA,19380,,,FALSE,
54591,Gateway Endocrinology Associates,795 East Marshall Street,Suite G2,West Chester,PA,19380,,,FALSE,
54591,Gateway Endocrinology Associates,795 East Marshall Street,Suite G2,West Chester,PA,19380,,,FALSE,
54592,TJU Regional Cancer Care,8815 Germantown Avenue,Suite 15,Philadelphia,PA,19118,,,FALSE,
54594,Jefferson HEalth,2130 Spring Garden Street,,Philadelphia,PA,19130,,,FALSE,
54595,"RDS Rehabilitation Associates, PC",9523 Bustleton Avenue,,Philadelphia,PA,19115,,,FALSE,
54596,Chestnut Hill Surgical Associates at the Women's Center,8811 Germantown Avenue,,Philadelphia,PA,19118,,Linda Murphy,FALSE,
54599,"Reading Pediatrics, Inc",25 Lorane Road,,Reading,PA,19606,,,FALSE,
54599,"Reading Pediatrics, Inc",25 Lorane Road,,Reading,PA,19606,,,FALSE,
54599,"Reading Pediatrics, Inc",25 Lorane Road,,Reading,PA,19606,,,FALSE,
54599,"Reading Pediatrics, Inc",25 Lorane Road,,Reading,PA,19606,,,FALSE,
54599,"Reading Pediatrics, Inc",25 Lorane Road,,Reading,PA,19606,,,FALSE,
54599,"Reading Pediatrics, Inc",25 Lorane Road,,Reading,PA,19606,,,FALSE,
54601,Plastic and Reconstructive Surgery - Tower Health Medical Group,2610 Keiser Blvd,,Wyomissing,PA,19610,(484)628-9127,Melissa Haley,FALSE,
54601,Plastic and Reconstructive Surgery - Tower Health Medical Group,2610 Keiser Blvd,,Wyomissing,PA,19610,(484)628-9127,Melissa Haley,FALSE,
54601,Plastic and Reconstructive Surgery - Tower Health Medical Group,2610 Keiser Blvd,,Wyomissing,PA,19610,(484)628-9127,Melissa Haley,FALSE,
54603,"Joseph E. Blackburn, DMD, PC",1500 Penn Avenue,,Wyomissing,PA,19610,,,FALSE,
54609,"Associates in Hematology Oncology, PC",Brandywine Hospital,213 Reeceville Road POB Suite 37,Coatesville,PA,19320,,,FALSE,
54609,"Associates in Hematology Oncology, PC",Brandywine Hospital,213 Reeceville Road POB Suite 37,Coatesville,PA,19320,,,FALSE,
54614,Nicholson Medical Associates,116 Haws Lane,,Flourtown,PA,19031,,,FALSE,
54615,"Performance Spine & Sports Physicians, PC",826 Main Street,Suite 100,Phoenixville,PA,19460,,,FALSE,
54617,The Urology Center of Chester County,213 Reeceville Road,,Coatesville,PA,19320,,,FALSE,
54620,Phoenixville Hospital Pain Management,420 West Linfield Trappe Road,,Limerick,PA,19468,,,FALSE,
54629,Pottstown Cancer Center,1600 East High Street,,Pottstwon,PA,19464,(610)327-7555,Peggy Neese,FALSE,
54629,Pottstown Cancer Center,1600 East High Street,,Pottstwon,PA,19464,(610)327-7555,Peggy Neese,FALSE,
54630,Chestnut Hill Hospital: Dept of Anesthesiology,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
54630,Chestnut Hill Hospital: Dept of Anesthesiology,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
54632,Chester County Pulmonary & Sleep Specialists,529 Maple Avenue,,West Chester,PA,19380,,,FALSE,
54632,Chester County Pulmonary & Sleep Specialists,529 Maple Avenue,,West Chester,PA,19380,,,FALSE,
54633,John J Aylward MD,600 Church St,,Royersford,PA,19468,,,FALSE,
54637,Temple Orthopaedics and Sports Medicine,3401 North Broad Street,BP 6th Floor,Philadelphia,PA,19140,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54640,"Associates in Anesthesia, Inc",30 Medical Center Boulevard,POB 1 Suite 305,Upland,PA,19013,,,FALSE,
54642,Penn Trauma Associates,51 N 39th Street,Trauma Department,Philadelphia,PA,19104,,,FALSE,
54645,"Berks Diabetes Management, LLC",1030 Reed Avenue,Suite 116,Wyomissing,PA,19610-1799,,,FALSE,
54646,Mercy Hematology Oncology,2701 Holme Avenue,Suite 302,Philadelphia,PA,19152,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54653,"PMA Medical Specialists, LLC",410 West Linfield Trappe Road,Suite 100,Limerick,PA,19468,,,FALSE,
54655,"Tri-County Hospitalists, LLC",2005 Kestral Circle,,Audobon,PA,19403,,,FALSE,
54655,"Tri-County Hospitalists, LLC",2005 Kestral Circle,,Audobon,PA,19403,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54658,"PMA Medical Specialists, LLC",826 Main Street,"Suite 100, MOB II",Phoenixville,PA,19460,,,FALSE,
54661,Jefferson Health,925 Chestnut Street,Suite 420,Philadelphia,PA,19107,,,FALSE,
54665,Pharo Pain Management Associates,301 South 8th Street,Suite 2C,Philadelphia,PA,19106,,,FALSE,
54668,BACA Pediatrics,159 North Reading Road,,17517,PA,Ephrata,,,FALSE,
54669,Gateway Primary Care,142 Wallace Avenue,Suite 201,Downingtown,PA,19335,,,FALSE,
54669,Gateway Primary Care,142 Wallace Avenue,Suite 201,Downingtown,PA,19335,,,FALSE,
54670,Chestnut Hill Hospital: Dept of Operating Room,8835 Germantown Avenue,,Philadelphia,PA,19118,,,FALSE,
54673,Caron Counseling Services,845 North Park Road,,Wyomissing,PA,19610,,,FALSE,
54680,Caron Foundation,243 North Galen Hall Road,,Wernersville,PA,19565-0150,,,FALSE,
54681,The Hill at Whitemarsh,4000 Fox Hound Drive,,Lafayette Hill,PA,19444,,,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54723,Advanced Care for Women - Tower Health Medical Group,301 South Seventh Avenue,Suite 245 & 380,West Reading,PA,19611,(484)628-7900,Pamela Zeall,FALSE,
54726,"Michael A. Daniels, MD",2 Penn Boulevard,Suite 115,Philadelphia,PA,19144,,,FALSE,
54731,Sleep Center,560 Van Reed Road,Suite 101,,,,,,FALSE,
54732,Pain Management - Tower Health Medical Group,420 South Fifth Avenue,"D Building, 1st Floor",West Reading,PA,19611,(484)628-6283,Stephanie Weidner,FALSE,
54732,Pain Management - Tower Health Medical Group,420 South Fifth Avenue,"D Building, 1st Floor",West Reading,PA,19611,(484)628-6283,Stephanie Weidner,FALSE,
54732,Pain Management - Tower Health Medical Group,420 South Fifth Avenue,"D Building, 1st Floor",West Reading,PA,19611,(484)628-6283,Stephanie Weidner,FALSE,
54732,Pain Management - Tower Health Medical Group,420 South Fifth Avenue,"D Building, 1st Floor",West Reading,PA,19611,(484)628-6283,Stephanie Weidner,FALSE,
